Date,Name,Year,Letterboxd URI,Rating
2022-11-09,Beverly Hills Cop,1984,https://boxd.it/2baE,3.5
2022-11-10,The Rocky Horror Picture Show,1975,https://boxd.it/1a3q,3
2022-11-11,This Is England '88,2011,https://boxd.it/6DtM,5
2022-11-12,Black Panther: Wakanda Forever,2022,https://boxd.it/igPu,3
2022-11-13,No Time to Die,2021,https://boxd.it/cPX2,3
2022-11-13,Butch Cassidy and the Sundance Kid,1969,https://boxd.it/29Vy,5
2022-11-14,The Fighter,2010,https://boxd.it/PP4,3.5
2022-11-15,Ed Wood,1994,https://boxd.it/2adM,4
2022-11-16,The Shape of Water,2017,https://boxd.it/dZ5m,4
2022-11-17,Mulan,1998,https://boxd.it/1VFw,3.5
2022-11-18,This Is England '90,2015,https://boxd.it/ceXk,5
2022-11-18,Django,1966,https://boxd.it/1Vr0,4
2022-11-19,The Menu,2022,https://boxd.it/lScm,4
2022-11-19,Natural Born Killers,1994,https://boxd.it/2aNg,1.5
2022-11-20,Hustle,2022,https://boxd.it/qpig,3.5
2022-11-21,Babe,1995,https://boxd.it/1Yh8,2.5
2022-11-21,Brazil,1985,https://boxd.it/2be2,5
2022-11-22,An American Werewolf in London,1981,https://boxd.it/29yk,4.5
2022-11-23,Shaolin Soccer,2001,https://boxd.it/1T86,4
2022-11-24,Anomalisa,2015,https://boxd.it/97TE,4
2022-11-25,Black Dynamite,2009,https://boxd.it/1wX6,5
2022-11-27,A Ghost Story,2017,https://boxd.it/fb0K,4
2022-11-28,Inside 'Inside Llewyn Davis',2014,https://boxd.it/90h4,4
2022-11-29,Little Miss Sunshine,2006,https://boxd.it/29EW,3.5
2022-11-30,Bones and All,2022,https://boxd.it/tLd4,4
2022-11-30,Aftersun,2022,https://boxd.it/Arw0,4
2022-12-01,The Muppet Movie,1979,https://boxd.it/1UrS,4.5
2022-12-04,Another Round,2020,https://boxd.it/lkba,3.5
2022-12-04,Hercules,1997,https://boxd.it/1SDW,3.5
2022-12-05,Scream,1996,https://boxd.it/24EC,4.5
2022-12-05,Violent Night,2022,https://boxd.it/xXBA,2.5
2022-12-07,Glengarry Glen Ross,1992,https://boxd.it/1Yw8,4
2022-12-08,Twelve Monkeys,1995,https://boxd.it/2beQ,3.5
2022-12-09,Battle Royale,2000,https://boxd.it/25zS,3.5
2022-12-09,Shaun the Sheep Movie,2015,https://boxd.it/7Pdy,4
2022-12-11,Guillermo del Toro's Pinocchio,2022,https://boxd.it/kjMW,3.5
2022-12-11,Man on the Moon,1999,https://boxd.it/281k,4
2022-12-12,A Grand Day Out,1989,https://boxd.it/2acu,4
2022-12-12,The Wrong Trousers,1993,https://boxd.it/2ack,5
2022-12-12,A Close Shave,1995,https://boxd.it/2aca,5
2022-12-12,The Godfather: Part III,1990,https://boxd.it/2aN6,2.5
2022-12-14,The Elephant Man,1980,https://boxd.it/27LQ,4
2022-12-15,Howl's Moving Castle,2004,https://boxd.it/23De,4
2022-12-16,Death Proof,2007,https://boxd.it/27GG,2.5
2022-12-16,Planet Terror,2007,https://boxd.it/27Gw,4
2022-12-17,Avatar: The Way of Water,2022,https://boxd.it/2E2E,3
2022-12-17,It's a Wonderful Life,1946,https://boxd.it/28xA,4.5
2022-12-18,Donnie Brasco,1997,https://boxd.it/1YRA,4
2022-12-20,Mulholland Drive,2001,https://boxd.it/297o,4
2022-12-20,Barbarian,2022,https://boxd.it/yohi,2.5
2022-12-22,Mission: Impossible III,2006,https://boxd.it/29cI,3
2022-12-22,Mission: Impossible – Ghost Protocol,2011,https://boxd.it/psI,3.5
2022-12-24,Mission: Impossible – Rogue Nation,2015,https://boxd.it/5rI4,3.5
2022-12-24,Mission: Impossible – Fallout,2018,https://boxd.it/bSVc,4
2022-12-25,Glass Onion,2022,https://boxd.it/oCkK,3
2022-12-26,The Blair Witch Project,1999,https://boxd.it/26ua,3.5
2022-12-26,Drag Me to Hell,2009,https://boxd.it/1Jzw,3.5
2022-12-28,Chinatown,1974,https://boxd.it/29vU,5
2022-12-28,Rashomon,1950,https://boxd.it/2a9K,4.5
2022-12-28,Throne of Blood,1957,https://boxd.it/251w,4.5
2022-12-28,Sanjuro,1962,https://boxd.it/1TaQ,4.5
2022-12-28,The Hidden Fortress,1958,https://boxd.it/295M,4.5
2022-12-28,Samurai I: Musashi Miyamoto,1954,https://boxd.it/1jfg,4
2022-12-30,Good Will Hunting,1997,https://boxd.it/2ahY,4
2022-12-30,Men,2022,https://boxd.it/tlc0,3
2022-12-31,White Noise,2022,https://boxd.it/rXgK,2
2023-01-02,Gremlins,1984,https://boxd.it/29gg,4
2023-01-04,Moonlight,2016,https://boxd.it/d6bE,3.5
2023-01-05,John Wick,2014,https://boxd.it/7dEc,4
2023-01-05,The Untouchables,1987,https://boxd.it/2b6i,4.5
2023-01-05,Samurai II: Duel at Ichijoji Temple,1955,https://boxd.it/1jf6,4
2023-01-07,Hellboy,2004,https://boxd.it/28HK,2.5
2023-01-08,Widows,2018,https://boxd.it/e6gc,3
2023-01-08,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie,4
2023-01-10,Gremlins 2: The New Batch,1990,https://boxd.it/29g6,4.5
2023-01-11,The Age of Innocence,1993,https://boxd.it/1WgM,3.5
2023-01-12,North by Northwest,1959,https://boxd.it/2aRM,4.5
2023-01-12,The King's Speech,2010,https://boxd.it/dX0,3.5
2023-01-15,The Florida Project,2017,https://boxd.it/dMG0,4
2023-01-16,The Goonies,1985,https://boxd.it/1YVC,3
2023-01-16,Night of the Living Dead,1968,https://boxd.it/1WwA,3.5
2023-01-17,This Is Spinal Tap,1984,https://boxd.it/1UOs,4
2023-01-17,Body Bags,1993,https://boxd.it/1iNc,3.5
2023-01-19,Rosemary's Baby,1968,https://boxd.it/29zM,4
2023-01-19,My Left Foot: The Story of Christy Brown,1989,https://boxd.it/1WW4,4
2023-01-19,Come and See,1985,https://boxd.it/1w9q,5
2023-01-19,Dark Star,1974,https://boxd.it/28Ow,2.5
2023-01-19,The Hateful Eight,2015,https://boxd.it/8gw8,4
2023-01-21,The Thin Red Line,1998,https://boxd.it/1ZTM,4
2023-01-21,TÁR,2022,https://boxd.it/uNIA,4.5
2023-01-21,Babylon,2022,https://boxd.it/mM02,3
2023-01-23,The Gentlemen,2019,https://boxd.it/iYBQ,3
2023-01-24,Samurai III: Duel at Ganryu Island,1956,https://boxd.it/1jeM,4
2023-01-25,Once Upon a Time in America,1984,https://boxd.it/2aCs,5
2023-01-25,Carrie,1976,https://boxd.it/20ZQ,4
2023-01-26,Stalker,1979,https://boxd.it/28PO,4
2023-01-26,A Nightmare on Elm Street,1984,https://boxd.it/2aw0,4
2023-01-27,Friday the 13th,1980,https://boxd.it/24fs,2.5
2023-01-28,The Fabelmans,2022,https://boxd.it/ugoM,2.5
2023-01-29,Nausicaä of the Valley of the Wind,1984,https://boxd.it/2bc6,3.5
2023-01-30,Dead Ringers,1988,https://boxd.it/1Yqk,3.5
2023-01-30,The Producers,1967,https://boxd.it/1lMm,4
2023-01-31,Munich,2005,https://boxd.it/2a0e,4
2023-02-02,Judas and the Black Messiah,2021,https://boxd.it/lsew,4
2023-02-02,The Sixth Sense,1999,https://boxd.it/29Js,4
2023-02-05,Castle in the Sky,1986,https://boxd.it/1W4G,3.5
2023-02-05,Hostel,2005,https://boxd.it/28ig,3
2023-02-05,Saving Private Ryan,1998,https://boxd.it/29ro,4
2023-02-07,"South Park: Bigger, Longer & Uncut",1999,https://boxd.it/1YAO,3.5
2023-02-07,The Whale,2022,https://boxd.it/tw4c,4
2023-02-07,Knock at the Cabin,2023,https://boxd.it/npL2,2
2023-02-07,Crank,2006,https://boxd.it/27MY,3.5
2023-02-09,The Green Mile,1999,https://boxd.it/2agG,3.5
2023-02-11,Total Recall,1990,https://boxd.it/29qK,3.5
2023-02-11,13 Assassins,2010,https://boxd.it/jqc,3.5
2023-02-12,Suspiria,1977,https://boxd.it/1SNW,4.5
2023-02-14,Crank: High Voltage,2009,https://boxd.it/1MPs,4
2023-02-15,Boy,2010,https://boxd.it/13RS,4
2023-02-16,The Visit,2015,https://boxd.it/9ssO,1
2023-02-16,All Quiet on the Western Front,2022,https://boxd.it/H08,3.5
2023-02-17,Kiki's Delivery Service,1989,https://boxd.it/1JAY,4
2023-02-18,Spotlight,2015,https://boxd.it/a84k,3.5
2023-02-18,Bill & Ted's Bogus Journey,1991,https://boxd.it/28oy,4
2023-02-18,Bill & Ted's Excellent Adventure,1989,https://boxd.it/28oI,4.5
2023-02-19,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/nL2y,2
2023-02-19,Marcel the Shell with Shoes On,2021,https://boxd.it/wMAk,5
2023-02-19,Gravity,2013,https://boxd.it/GZY,3
2023-02-20,"Synecdoche, New York",2008,https://boxd.it/23zw,4
2023-02-21,Awakenings,1990,https://boxd.it/1USu,4
2023-02-21,Sicko,2007,https://boxd.it/26Sm,3.5
2023-02-21,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,5
2023-02-23,American Beauty,1999,https://boxd.it/71Y,4
2023-02-24,Being John Malkovich,1999,https://boxd.it/2ahu,4
2023-02-25,Ichi the Killer,2001,https://boxd.it/1Y1O,3.5
2023-02-27,For a Few Dollars More,1965,https://boxd.it/29eu,4.5
2023-02-28,Call Me by Your Name,2017,https://boxd.it/dYmm,3.5
2023-02-28,A.I. Artificial Intelligence,2001,https://boxd.it/29Ve,3
2023-02-28,A Fistful of Dollars,1964,https://boxd.it/2auo,4.5
2023-03-02,Papillon,1973,https://boxd.it/22kK,4.5
2023-03-04,Apocalypto,2006,https://boxd.it/28yy,4
2023-03-04,Sweeney Todd: The Demon Barber of Fleet Street,2007,https://boxd.it/1PcS,3.5
2023-03-05,The Wind Rises,2013,https://boxd.it/4JQS,3
2023-03-06,The Babysitter,2017,https://boxd.it/eP1w,0.5
2023-03-06,"Planes, Trains and Automobiles",1987,https://boxd.it/26zE,3.5
2023-03-08,Once Upon a Time in the West,1968,https://boxd.it/2az4,4
2023-03-10,The Magnificent Seven,1960,https://boxd.it/29bA,3.5
2023-03-10,The Host,2006,https://boxd.it/28ZY,3.5
2023-03-11,Tarzan,1999,https://boxd.it/18YO,3.5
2023-03-13,It,1990,https://boxd.it/26tG,2.5
2023-03-13,Batman: Mask of the Phantasm,1993,https://boxd.it/1N6S,4
2023-03-14,The French Connection,1971,https://boxd.it/296g,4.5
2023-03-17,The Third Man,1949,https://boxd.it/294E,4.5
2023-03-17,Room,2015,https://boxd.it/7T0y,3
2023-03-18,Batman & Mr. Freeze: SubZero,1998,https://boxd.it/1Luo,3
2023-03-19,Creed III,2023,https://boxd.it/pf68,4
2023-03-19,Pearl,2022,https://boxd.it/zPbe,3.5
2023-03-20,Rocky,1976,https://boxd.it/28Uk,5
2023-03-22,Inception,2010,https://boxd.it/1skk,4
2023-03-24,My Cousin Vinny,1992,https://boxd.it/1WpO,4
2023-03-25,Office Space,1999,https://boxd.it/28Em,3
2023-03-25,Scream VI,2023,https://boxd.it/zdfW,3
2023-03-27,John Wick: Chapter 4,2023,https://boxd.it/mh48,4.5
2023-03-27,Rain Man,1988,https://boxd.it/2avw,3.5
2023-03-29,The Sisters Brothers,2018,https://boxd.it/fDFm,4
2023-03-29,Nomadland,2020,https://boxd.it/lnRy,3.5
2023-03-30,Black Hawk Down,2001,https://boxd.it/29rI,3.5
2023-03-31,Boyz n the Hood,1991,https://boxd.it/29Ug,4
2023-03-31,2 Fast 2 Furious,2003,https://boxd.it/2a4g,2
2023-03-31,C'mon C'mon,2021,https://boxd.it/nrI0,4
2023-03-31,The Fog,1980,https://boxd.it/29Cc,3.5
2023-03-31,Prince of Darkness,1987,https://boxd.it/1ZKq,3
2023-03-31,The Irishman,2019,https://boxd.it/dYOq,4
2023-03-31,Dunkirk,2017,https://boxd.it/d0Y6,4
2023-04-01,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/hN1A,3
2023-04-01,Tetris,2023,https://boxd.it/rePK,3
2023-04-04,12 Angry Men,1957,https://boxd.it/2auI,5
2023-04-05,Children of Men,2006,https://boxd.it/1Y2i,4.5
2023-04-05,Blue Velvet,1986,https://boxd.it/29BI,4
2023-04-06,The Super Mario Bros. Movie,2023,https://boxd.it/i8C8,2.5
2023-04-07,Cape Fear,1991,https://boxd.it/28vu,3.5
2023-04-08,The Machinist,2004,https://boxd.it/248c,3.5
2023-04-09,Four Lions,2010,https://boxd.it/18do,4
2023-04-12,Air,2023,https://boxd.it/Arlc,3.5
2023-04-14,King of New York,1990,https://boxd.it/1Ynq,4
2023-04-14,Nosferatu,1922,https://boxd.it/29TM,3.5
2023-04-15,Ikiru,1952,https://boxd.it/251c,4.5
2023-04-17,Frankenstein,1931,https://boxd.it/25Te,4
2023-04-17,Stray Dog,1949,https://boxd.it/1ltu,4.5
2023-04-19,The Graduate,1967,https://boxd.it/18Im,4
2023-04-19,Blazing Saddles,1974,https://boxd.it/1UHQ,4
2023-04-20,Galaxy Quest,1999,https://boxd.it/29gq,2
2023-04-23,Cinema Paradiso,1988,https://boxd.it/1UlA,5
2023-04-25,La Haine,1995,https://boxd.it/2as8,4
2023-04-25,The Dark Crystal,1982,https://boxd.it/1Tm8,3
2023-04-26,Dracula,1931,https://boxd.it/2b34,3.5
2023-04-26,Tombstone,1993,https://boxd.it/1SE6,3.5
2023-04-26,The Prince of Egypt,1998,https://boxd.it/1XGQ,3
2023-04-27,Evil Dead Rise,2023,https://boxd.it/qIvo,3.5
2023-04-27,How to Blow Up a Pipeline,2022,https://boxd.it/C69e,4
2023-05-01,Darkman,1990,https://boxd.it/1YnK,3.5
2023-05-02,Sorry to Bother You,2018,https://boxd.it/f21E,3
2023-05-03,Under the Skin,2013,https://boxd.it/3mDa,4.5
2023-05-03,Sexy Beast,2000,https://boxd.it/1SZS,4
2023-05-03,The Invisible Man,1933,https://boxd.it/1VoK,4
2023-05-05,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,3.5
2023-05-05,Mean Streets,1973,https://boxd.it/2aSU,4
2023-05-06,The Insider,1999,https://boxd.it/1ZoE,3.5
2023-05-07,Braveheart,1995,https://boxd.it/2aTI,2
2023-05-08,Ringu,1998,https://boxd.it/26tw,3.5
2023-05-11,The Ring,2002,https://boxd.it/2a70,2.5
2023-05-11,Sin City,2005,https://boxd.it/2aVk,4.5
2023-05-12,The Breakfast Club,1985,https://boxd.it/27q4,3.5
2023-05-12,Pink Floyd: The Wall,1982,https://boxd.it/1Sxk,5
2023-05-13,Paths of Glory,1957,https://boxd.it/29b6,4.5
2023-05-15,Adaptation.,2002,https://boxd.it/26mA,4
2023-05-15,The Terminator,1984,https://boxd.it/2aQY,4
2023-05-17,Terminator 2: Judgment Day,1991,https://boxd.it/2aGY,4.5
2023-05-17,Rear Window,1954,https://boxd.it/2a6Q,4.5
2023-05-18,STILL: A Michael J. Fox Movie,2023,https://boxd.it/E37I,3.5
2023-05-20,Vertigo,1958,https://boxd.it/2apI,4
2023-05-20,Hackers,1995,https://boxd.it/1WhU,2
2023-05-21,The Long Goodbye,1973,https://boxd.it/281O,4
2023-05-21,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,5
2023-05-22,The Deer Hunter,1978,https://boxd.it/1T6O,4.5
2023-05-24,Bowling for Columbine,2002,https://boxd.it/28Ls,3.5
2023-05-24,Rope,1948,https://boxd.it/28yo,4
2023-05-25,Dial M for Murder,1954,https://boxd.it/2adW,4.5
2023-05-29,Psycho,1960,https://boxd.it/2ab2,4.5
2023-05-31,Freaked,1993,https://boxd.it/1I4i,4
2023-06-02,"Duck, You Sucker",1971,https://boxd.it/2ayU,4
2023-06-02,The Wolf Man,1941,https://boxd.it/1PG4,3
2023-06-08,The Killing,1956,https://boxd.it/2aMi,4
2023-06-09,"I, Daniel Blake",2016,https://boxd.it/d0xa,3.5
2023-06-12,The Mummy,1932,https://boxd.it/1LnW,2.5
2023-06-14,M,1931,https://boxd.it/29vq,4.5
2023-06-14,The Straight Story,1999,https://boxd.it/2ass,3
2023-06-15,In the Heat of the Night,1967,https://boxd.it/1VLY,4
2023-06-15,"Hi, Mom!",1970,https://boxd.it/Wwy,4.5
2023-06-18,The Long Good Friday,1980,https://boxd.it/1NlS,4
2023-06-18,Dune,1984,https://boxd.it/29tY,2.5
2023-06-21,Prometheus,2012,https://boxd.it/2s9e,3
2023-06-24,The Cabinet of Dr. Caligari,1920,https://boxd.it/2aOo,3.5
2023-06-26,Asteroid City,2023,https://boxd.it/s3ds,4
2023-06-26,The Flash,2023,https://boxd.it/9twC,1.5
2023-06-26,Mad God,2021,https://boxd.it/vVPm,4
2023-06-26,Strangers on a Train,1951,https://boxd.it/29tk,4
2023-06-26,Blade,1998,https://boxd.it/1a8A,3.5
2023-06-28,Spartacus,1960,https://boxd.it/29bq,3.5
2023-06-28,Blade II,2002,https://boxd.it/1agO,2
2023-06-30,Blade: Trinity,2004,https://boxd.it/1a8q,1
2023-06-30,Naked,1993,https://boxd.it/1BT4,4
2023-07-01,Django Unchained,2012,https://boxd.it/2cCk,4.5
2023-07-01,Black Mirror: Shut Up and Dance,2016,https://boxd.it/hRRq,4.5
2023-07-01,Black Mirror: Striking Vipers,2019,https://boxd.it/mlse,1.5
2023-07-01,Harakiri,1962,https://boxd.it/1NTU,4.5
2023-07-03,Casino,1995,https://boxd.it/2ads,4.5
2023-07-05,Invasion of the Body Snatchers,1978,https://boxd.it/1SWk,4
2023-07-08,Hard Boiled,1992,https://boxd.it/1T6a,4
2023-07-08,Indiana Jones and the Temple of Doom,1984,https://boxd.it/2bb8,4.5
2023-07-09,They Live,1988,https://boxd.it/20lm,5
2023-07-18,Life of Brian,1979,https://boxd.it/2a4q,4.5
2023-07-23,Mission: Impossible – Dead Reckoning Part One,2023,https://boxd.it/l7zS,3.5
2023-07-23,Groundhog Day,1993,https://boxd.it/2b3e,3.5
2023-07-25,Twin Peaks: Fire Walk with Me,1992,https://boxd.it/27Qw,4
2023-07-25,Close Encounters of the Third Kind,1977,https://boxd.it/29u8,4.5
2023-07-26,Barbie,2023,https://boxd.it/bCLK,3
2023-07-28,Oppenheimer,2023,https://boxd.it/wUow,4.5
2023-08-03,To Live and Die in L.A.,1985,https://boxd.it/1XFo,4.5
2023-08-04,The Princess Bride,1987,https://boxd.it/26EY,4
2023-08-05,Watchmen,2009,https://boxd.it/1QE4,3
